record_id,campaign_date,campaign_id,campaign_name,channel,campaign_type,region,audience_segment,device,impressions,clicks,conversions,spend_usd,revenue_usd
REC-004163,2025-12-29,CAMP-010,Short Video Discovery,TikTok Ads,Prospecting,MENA,Returning Customers,Mobile,22389,324,10,231.78,1138.12
REC-001192,2025-04-14,CAMP-002,Brand Demand Capture,Google Ads,Brand Awareness,North America,New Customers,Mobile,16287,628,18,1171.25,1145.96
REC-004718,2026-02-15,CAMP-016,Video Reach Accelerator,YouTube Ads,Brand Awareness,Latin America,Students & Young Professionals,Mobile,12351,110,1,116.52,65.89
REC-004775,2026-02-21,CAMP-001,Search Growth Engine,Google Ads,Always-on Acquisition,North America,New Customers,Desktop,8756,311,24,537.53,2255.2
REC-002511,2025-08-12,CAMP-012,Youth Engagement Sprint,TikTok Ads,Engagement,Europe,Returning Customers,Desktop,29947,310,8,300.51,682.73
REC-005251,2026-04-05,CAMP-017,Product Demo Views,YouTube Ads,Product Education,North America,New Customers,Tablet,23276,227,3,231.84,365.22
REC-000918,2025-03-22,CAMP-002,Brand Demand Capture,Google Ads,Brand Awareness,North America,Returning Customers,Desktop,4355,109,6,183.51,613.19
REC-003084,2025-09-30,CAMP-014,Win Back Customers,Email,Reactivation,Latin America,Returning Customers,Mobile,7360,562,80,89.7,10056.23
REC-001412,2025-05-02,CAMP-024,Mobile App Acquisition,Google Ads,App Acquisition,North America,Returning Customers,Mobile,9810,350,15,710.21,1092.93
REC-004481,2026-01-25,CAMP-015,Monthly Product Digest,Email,Customer Nurture,MENA,Students & Young Professionals,Mobile,2948,154,9,56.34,660.88
REC-001865,2025-06-13,CAMP-018,Programmatic Market Reach,Display Ads,Brand Awareness,North America,New Customers,Desktop,37609,129,0,125.28,0.0
REC-003072,2025-09-29,CAMP-015,Monthly Product Digest,Email,Customer Nurture,Latin America,New Customers,Mobile,5885,394,17,67.69,1556.63
REC-004868,2026-02-28,CAMP-005,Cart Recovery Social,Meta Ads,Retargeting,MENA,Enterprise Decision Makers,Mobile,8886,217,12,252.06,3541.15
REC-004740,2026-02-17,CAMP-016,Video Reach Accelerator,YouTube Ads,Brand Awareness,MENA,Enterprise Decision Makers,Desktop,21442,165,2,140.21,401.18
REC-001740,2025-06-02,CAMP-020,Creator Partnership Series,Influencer,Influencer Partnership,Asia-Pacific,New Customers,Mobile,13949,355,9,377.47,840.1
REC-003373,2025-10-25,CAMP-016,Video Reach Accelerator,YouTube Ads,Brand Awareness,MENA,Small Business Owners,Mobile,18633,175,2,126.69,242.48
REC-005610,2026-05-07,CAMP-011,Creator Product Launch,TikTok Ads,Product Launch,North America,Students & Young Professionals,Mobile,15981,345,5,281.23,363.76
REC-004678,2026-02-12,CAMP-012,Youth Engagement Sprint,TikTok Ads,Engagement,Europe,Small Business Owners,Tablet,25654,260,4,269.68,466.45
REC-001146,2025-04-10,CAMP-018,Programmatic Market Reach,Display Ads,Brand Awareness,Asia-Pacific,New Customers,Tablet,26819,71,0,58.41,0.0
REC-005604,2026-05-06,CAMP-013,Lifecycle Nurture,Email,Customer Nurture,MENA,New Customers,Desktop,7602,343,42,79.75,3438.28
REC-004194,2025-12-31,CAMP-004,Social Scale Prospecting,Meta Ads,Prospecting,Europe,Enterprise Decision Makers,Mobile,13985,316,14,341.36,4182.18
REC-000728,2025-03-05,CAMP-001,Search Growth Engine,Google Ads,Always-on Acquisition,Europe,Small Business Owners,Mobile,4807,181,13,356.35,1825.43
REC-001174,2025-04-12,CAMP-017,Product Demo Views,YouTube Ads,Product Education,MENA,New Customers,Mobile,37277,315,7,250.89,680.42
REC-002009,2025-06-27,CAMP-007,B2B Decision Makers,LinkedIn Ads,Lead Generation,MENA,Students & Young Professionals,Mobile,3959,54,3,289.39,256.79
REC-004763,2026-02-19,CAMP-016,Video Reach Accelerator,YouTube Ads,Brand Awareness,Europe,New Customers,Mobile,33803,254,4,180.7,267.25
REC-001169,2025-04-12,CAMP-020,Creator Partnership Series,Influencer,Influencer Partnership,MENA,Students & Young Professionals,Mobile,20509,648,12,691.55,838.35
REC-000116,2025-01-11,CAMP-010,Short Video Discovery,TikTok Ads,Prospecting,Asia-Pacific,Returning Customers,Desktop,14421,192,4,169.34,493.29
REC-001100,2025-04-07,CAMP-001,Search Growth Engine,Google Ads,Always-on Acquisition,North America,Returning Customers,Mobile,10562,549,42,897.86,4756.23
REC-002902,2025-09-15,CAMP-015,Monthly Product Digest,Email,Customer Nurture,MENA,Small Business Owners,Mobile,13657,711,53,147.43,7779.55
REC-006104,2026-06-19,CAMP-002,Brand Demand Capture,Google Ads,Brand Awareness,Latin America,Returning Customers,Desktop,16223,447,32,583.87,2303.74
REC-004773,2026-02-20,CAMP-009,Startup Founder Leads,LinkedIn Ads,Lead Generation,Latin America,Enterprise Decision Makers,Mobile,2365,39,4,151.95,1622.86
REC-003475,2025-11-03,CAMP-001,Search Growth Engine,Google Ads,Always-on Acquisition,Latin America,Small Business Owners,Desktop,10281,564,37,589.17,5912.48
REC-004537,2026-01-30,CAMP-004,Social Scale Prospecting,Meta Ads,Prospecting,Asia-Pacific,New Customers,Desktop,16879,235,7,261.38,532.85
REC-003065,2025-09-28,CAMP-004,Social Scale Prospecting,Meta Ads,Prospecting,Europe,New Customers,Mobile,9153,237,9,258.55,1000.41
REC-005674,2026-05-13,CAMP-014,Win Back Customers,Email,Reactivation,North America,Returning Customers,Desktop,14601,926,137,150.18,22577.17
REC-005941,2026-06-04,CAMP-004,Social Scale Prospecting,Meta Ads,Prospecting,Europe,Small Business Owners,Mobile,8396,172,7,200.44,987.65
REC-001447,2025-05-06,CAMP-003,High Intent Retargeting,Google Ads,Retargeting,North America,Returning Customers,Mobile,4943,336,38,736.13,6523.16
REC-003757,2025-11-26,CAMP-008,Executive Thought Leadership,LinkedIn Ads,Brand Awareness,Europe,Returning Customers,Mobile,9071,75,3,386.81,155.91
REC-001632,2025-05-23,CAMP-019,Display Retargeting Loop,Display Ads,Retargeting,MENA,New Customers,Mobile,26808,282,3,145.89,298.47
REC-003227,2025-10-13,CAMP-012,Youth Engagement Sprint,TikTok Ads,Engagement,Europe,Returning Customers,Tablet,8838,120,3,105.48,231.12
REC-000391,2025-02-04,CAMP-020,Creator Partnership Series,Influencer,Influencer Partnership,North America,Small Business Owners,Mobile,42728,1350,53,1141.78,7996.35
REC-002979,2025-09-21,CAMP-014,Win Back Customers,Email,Reactivation,MENA,New Customers,Desktop,13989,832,124,155.46,14678.48
REC-003128,2025-10-04,CAMP-014,Win Back Customers,Email,Reactivation,Asia-Pacific,Students & Young Professionals,Mobile,4141,363,33,61.93,2330.24
REC-003946,2025-12-11,CAMP-010,Short Video Discovery,TikTok Ads,Prospecting,North America,Students & Young Professionals,Mobile,34697,699,10,499.91,739.82
REC-001810,2025-06-08,CAMP-016,Video Reach Accelerator,YouTube Ads,Brand Awareness,MENA,Returning Customers,Desktop,26746,177,3,122.36,252.17
REC-002168,2025-07-13,CAMP-004,Social Scale Prospecting,Meta Ads,Prospecting,North America,Returning Customers,Mobile,3993,93,4,109.68,466.78
REC-004787,2026-02-21,CAMP-017,Product Demo Views,YouTube Ads,Product Education,Asia-Pacific,Enterprise Decision Makers,Mobile,17010,143,2,129.31,615.92
REC-002030,2025-06-29,CAMP-002,Brand Demand Capture,Google Ads,Brand Awareness,North America,New Customers,Mobile,6702,243,7,469.6,453.11
REC-002221,2025-07-18,CAMP-001,Search Growth Engine,Google Ads,Always-on Acquisition,MENA,Students & Young Professionals,Mobile,18934,1004,49,1561.67,3254.26
REC-005311,2026-04-11,CAMP-010,Short Video Discovery,TikTok Ads,Prospecting,Europe,Enterprise Decision Makers,Mobile,13716,263,3,201.59,899.87
REC-002412,2025-08-04,CAMP-021,Micro Creator Conversion,Influencer,Influencer Partnership,Europe,Enterprise Decision Makers,Tablet,39508,1188,46,753.91,11650.92
REC-005970,2026-06-07,CAMP-001,Search Growth Engine,Google Ads,Always-on Acquisition,Latin America,Students & Young Professionals,Mobile,12991,565,20,759.67,1550.35
REC-005780,2026-05-21,CAMP-020,Creator Partnership Series,Influencer,Influencer Partnership,North America,Returning Customers,Mobile,26518,706,28,621.97,3576.46
REC-002801,2025-09-07,CAMP-018,Programmatic Market Reach,Display Ads,Brand Awareness,Europe,New Customers,Desktop,26129,101,1,75.39,52.84
REC-004412,2026-01-19,CAMP-004,Social Scale Prospecting,Meta Ads,Prospecting,Europe,Returning Customers,Mobile,7127,154,6,171.51,694.54
REC-001346,2025-04-27,CAMP-018,Programmatic Market Reach,Display Ads,Brand Awareness,Europe,Students & Young Professionals,Mobile,28585,113,0,83.83,0.0
REC-004389,2026-01-17,CAMP-018,Programmatic Market Reach,Display Ads,Brand Awareness,Latin America,New Customers,Tablet,18031,46,0,39.99,0.0
REC-002559,2025-08-16,CAMP-024,Mobile App Acquisition,Google Ads,App Acquisition,Europe,New Customers,Mobile,13722,522,19,968.73,1084.92
REC-003893,2025-12-07,CAMP-018,Programmatic Market Reach,Display Ads,Brand Awareness,Europe,Students & Young Professionals,Desktop,17917,67,0,66.69,0.0
REC-002436,2025-08-06,CAMP-020,Creator Partnership Series,Influencer,Influencer Partnership,Europe,Small Business Owners,Tablet,45323,1342,39,851.82,5776.72
REC-002230,2025-07-19,CAMP-023,Enterprise Pipeline Builder,LinkedIn Ads,Lead Generation,Europe,Returning Customers,Desktop,6983,110,19,563.71,3441.31
REC-001317,2025-04-24,CAMP-018,Programmatic Market Reach,Display Ads,Brand Awareness,Asia-Pacific,New Customers,Desktop,9929,35,0,53.72,0.0
REC-000886,2025-03-19,CAMP-023,Enterprise Pipeline Builder,LinkedIn Ads,Lead Generation,Latin America,New Customers,Desktop,9358,180,22,657.48,2866.67
REC-004120,2025-12-26,CAMP-023,Enterprise Pipeline Builder,LinkedIn Ads,Lead Generation,MENA,New Customers,Desktop,1606,30,4,180.81,555.76
REC-002930,2025-09-17,CAMP-020,Creator Partnership Series,Influencer,Influencer Partnership,MENA,Returning Customers,Desktop,57920,1638,116,1412.32,17003.1
REC-001833,2025-06-11,CAMP-014,Win Back Customers,Email,Reactivation,North America,Students & Young Professionals,Mobile,9923,514,44,102.59,3655.79
REC-000297,2025-01-27,CAMP-017,Product Demo Views,YouTube Ads,Product Education,North America,Students & Young Professionals,Mobile,18126,154,2,158.51,155.58
REC-004600,2026-02-05,CAMP-008,Executive Thought Leadership,LinkedIn Ads,Brand Awareness,North America,New Customers,Mobile,10153,80,2,614.53,104.62
REC-004791,2026-02-22,CAMP-001,Search Growth Engine,Google Ads,Always-on Acquisition,Latin America,Returning Customers,Mobile,11585,438,25,535.1,2545.48
REC-006135,2026-06-22,CAMP-010,Short Video Discovery,TikTok Ads,Prospecting,Asia-Pacific,Students & Young Professionals,Mobile,9140,153,2,129.22,130.17
REC-003618,2025-11-15,CAMP-018,Programmatic Market Reach,Display Ads,Brand Awareness,Europe,Returning Customers,Mobile,41965,194,0,148.47,0.0
REC-002854,2025-09-11,CAMP-020,Creator Partnership Series,Influencer,Influencer Partnership,North America,Students & Young Professionals,Mobile,20483,705,18,391.33,1522.97
REC-005484,2026-04-25,CAMP-008,Executive Thought Leadership,LinkedIn Ads,Brand Awareness,Europe,New Customers,Desktop,3466,28,2,176.47,107.6
REC-004123,2025-12-26,CAMP-020,Creator Partnership Series,Influencer,Influencer Partnership,Latin America,Returning Customers,Mobile,39731,1511,64,1184.77,9091.65
REC-005621,2026-05-08,CAMP-009,Startup Founder Leads,LinkedIn Ads,Lead Generation,North America,Returning Customers,Mobile,1247,23,3,200.74,469.54
REC-004300,2026-01-10,CAMP-020,Creator Partnership Series,Influencer,Influencer Partnership,Asia-Pacific,Returning Customers,Mobile,30476,791,38,912.05,4777.8
REC-003962,2025-12-13,CAMP-016,Video Reach Accelerator,YouTube Ads,Brand Awareness,MENA,Returning Customers,Mobile,45174,374,3,343.46,323.77
REC-001689,2025-05-28,CAMP-003,High Intent Retargeting,Google Ads,Retargeting,Europe,Students & Young Professionals,Tablet,14862,671,43,1161.46,4063.79
REC-002376,2025-08-01,CAMP-011,Creator Product Launch,TikTok Ads,Product Launch,North America,Students & Young Professionals,Mobile,9710,179,4,133.65,276.0
REC-002676,2025-08-26,CAMP-016,Video Reach Accelerator,YouTube Ads,Brand Awareness,Latin America,Enterprise Decision Makers,Desktop,41177,286,5,198.7,993.89
REC-005294,2026-04-09,CAMP-018,Programmatic Market Reach,Display Ads,Brand Awareness,North America,New Customers,Mobile,26372,98,0,90.41,0.0
REC-004404,2026-01-18,CAMP-017,Product Demo Views,YouTube Ads,Product Education,Asia-Pacific,Small Business Owners,Mobile,10990,146,2,144.0,285.64
REC-000980,2025-03-27,CAMP-007,B2B Decision Makers,LinkedIn Ads,Lead Generation,Europe,Small Business Owners,Mobile,8831,149,9,669.25,1784.36
REC-004821,2026-02-24,CAMP-020,Creator Partnership Series,Influencer,Influencer Partnership,Europe,Students & Young Professionals,Desktop,25242,777,25,733.44,1550.53
REC-002456,2025-08-07,CAMP-012,Youth Engagement Sprint,TikTok Ads,Engagement,MENA,Small Business Owners,Desktop,15723,147,4,167.53,322.49
REC-003871,2025-12-05,CAMP-017,Product Demo Views,YouTube Ads,Product Education,MENA,Students & Young Professionals,Mobile,41953,321,5,219.68,458.03
REC-000744,2025-03-06,CAMP-005,Cart Recovery Social,Meta Ads,Retargeting,North America,Returning Customers,Desktop,12480,460,49,551.71,5348.03
REC-002449,2025-08-07,CAMP-005,Cart Recovery Social,Meta Ads,Retargeting,Asia-Pacific,Returning Customers,Tablet,9848,204,14,200.16,1927.74
REC-001664,2025-05-25,CAMP-021,Micro Creator Conversion,Influencer,Influencer Partnership,Europe,Enterprise Decision Makers,Mobile,19472,457,14,420.69,3326.7
REC-003136,2025-10-05,CAMP-020,Creator Partnership Series,Influencer,Influencer Partnership,North America,New Customers,Mobile,39830,1029,37,1187.4,3380.48
REC-003725,2025-11-23,CAMP-022,Holiday Revenue Boost,Meta Ads,Seasonal Promotion,Asia-Pacific,Small Business Owners,Desktop,16457,289,21,330.96,2410.68
REC-005064,2026-03-18,CAMP-017,Product Demo Views,YouTube Ads,Product Education,MENA,New Customers,Mobile,17338,173,2,163.78,176.34
REC-001158,2025-04-11,CAMP-001,Search Growth Engine,Google Ads,Always-on Acquisition,Europe,Returning Customers,Desktop,5476,201,14,334.93,1656.59
REC-004209,2026-01-02,CAMP-018,Programmatic Market Reach,Display Ads,Brand Awareness,Latin America,Returning Customers,Mobile,33316,133,1,114.59,59.21
REC-005489,2026-04-26,CAMP-009,Startup Founder Leads,LinkedIn Ads,Lead Generation,MENA,New Customers,Mobile,1159,19,2,107.55,259.74
REC-001230,2025-04-17,CAMP-015,Monthly Product Digest,Email,Customer Nurture,North America,Returning Customers,Mobile,6492,342,38,78.89,4305.92
REC-000252,2025-01-23,CAMP-002,Brand Demand Capture,Google Ads,Brand Awareness,Asia-Pacific,Returning Customers,Mobile,3595,130,4,221.87,297.1
REC-003371,2025-10-25,CAMP-015,Monthly Product Digest,Email,Customer Nurture,MENA,Small Business Owners,Tablet,5056,234,18,69.71,2378.67
REC-002305,2025-07-26,CAMP-009,Startup Founder Leads,LinkedIn Ads,Lead Generation,MENA,Students & Young Professionals,Tablet,5905,59,3,278.48,277.26
REC-003492,2025-11-04,CAMP-008,Executive Thought Leadership,LinkedIn Ads,Brand Awareness,MENA,Returning Customers,Mobile,8958,82,4,374.49,267.94
REC-001497,2025-05-10,CAMP-015,Monthly Product Digest,Email,Customer Nurture,Europe,New Customers,Mobile,6415,367,29,69.94,3097.45
REC-005333,2026-04-13,CAMP-012,Youth Engagement Sprint,TikTok Ads,Engagement,MENA,New Customers,Desktop,14822,170,5,158.9,312.37
REC-003217,2025-10-12,CAMP-013,Lifecycle Nurture,Email,Customer Nurture,Latin America,Small Business Owners,Desktop,7943,468,75,95.25,9833.43
REC-005760,2026-05-19,CAMP-023,Enterprise Pipeline Builder,LinkedIn Ads,Lead Generation,Asia-Pacific,Enterprise Decision Makers,Desktop,4557,70,7,396.51,2866.41
REC-001564,2025-05-16,CAMP-003,High Intent Retargeting,Google Ads,Retargeting,North America,New Customers,Desktop,5843,268,22,556.24,2737.23
REC-004977,2026-03-11,CAMP-004,Social Scale Prospecting,Meta Ads,Prospecting,Asia-Pacific,Small Business Owners,Tablet,29783,455,12,352.45,1722.37
REC-004250,2026-01-06,CAMP-002,Brand Demand Capture,Google Ads,Brand Awareness,MENA,Students & Young Professionals,Desktop,6358,176,6,315.7,327.35
REC-002340,2025-07-29,CAMP-007,B2B Decision Makers,LinkedIn Ads,Lead Generation,North America,New Customers,Mobile,1836,24,1,198.95,145.17
REC-001213,2025-04-16,CAMP-015,Monthly Product Digest,Email,Customer Nurture,Europe,Students & Young Professionals,Desktop,6117,209,16,70.23,1281.73
REC-001714,2025-05-30,CAMP-007,B2B Decision Makers,LinkedIn Ads,Lead Generation,North America,Returning Customers,Mobile,6399,116,13,791.02,2373.49
REC-002158,2025-07-12,CAMP-002,Brand Demand Capture,Google Ads,Brand Awareness,Europe,Students & Young Professionals,Desktop,11320,316,8,493.61,420.2
REC-002164,2025-07-13,CAMP-016,Video Reach Accelerator,YouTube Ads,Brand Awareness,North America,Small Business Owners,Mobile,16665,108,0,139.46,0.0
REC-002004,2025-06-27,CAMP-004,Social Scale Prospecting,Meta Ads,Prospecting,Europe,Enterprise Decision Makers,Mobile,13643,290,12,344.39,3005.18
REC-006054,2026-06-14,CAMP-009,Startup Founder Leads,LinkedIn Ads,Lead Generation,Asia-Pacific,Students & Young Professionals,Desktop,1667,14,0,109.15,0.0
REC-001532,2025-05-13,CAMP-008,Executive Thought Leadership,LinkedIn Ads,Brand Awareness,Europe,New Customers,Desktop,1509,16,0,145.99,0.0
REC-005086,2026-03-21,CAMP-008,Executive Thought Leadership,LinkedIn Ads,Brand Awareness,Asia-Pacific,Students & Young Professionals,Mobile,3658,33,1,181.3,29.8
REC-000771,2025-03-09,CAMP-020,Creator Partnership Series,Influencer,Influencer Partnership,Latin America,New Customers,Desktop,9233,252,8,287.5,801.51
REC-004374,2026-01-16,CAMP-002,Brand Demand Capture,Google Ads,Brand Awareness,Asia-Pacific,Returning Customers,Mobile,12265,402,12,635.42,1174.1
REC-000994,2025-03-28,CAMP-021,Micro Creator Conversion,Influencer,Influencer Partnership,Asia-Pacific,Small Business Owners,Mobile,32991,1072,33,1055.86,4069.6
REC-005012,2026-03-14,CAMP-005,Cart Recovery Social,Meta Ads,Retargeting,North America,Returning Customers,Mobile,26367,805,43,944.32,6124.18
REC-004694,2026-02-13,CAMP-009,Startup Founder Leads,LinkedIn Ads,Lead Generation,Asia-Pacific,Returning Customers,Desktop,4068,40,5,247.02,858.05
REC-003565,2025-11-10,CAMP-002,Brand Demand Capture,Google Ads,Brand Awareness,MENA,Small Business Owners,Tablet,14652,347,14,542.56,1359.58
REC-001344,2025-04-27,CAMP-005,Cart Recovery Social,Meta Ads,Retargeting,Europe,Students & Young Professionals,Mobile,13937,380,18,443.28,1439.53
REC-001909,2025-06-18,CAMP-001,Search Growth Engine,Google Ads,Always-on Acquisition,Latin America,Returning Customers,Mobile,5412,303,15,465.82,1504.72
REC-004721,2026-02-15,CAMP-005,Cart Recovery Social,Meta Ads,Retargeting,Europe,New Customers,Mobile,21975,1004,35,835.61,2872.32
REC-003816,2025-11-30,CAMP-014,Win Back Customers,Email,Reactivation,North America,Small Business Owners,Mobile,12014,1151,155,136.06,21700.9
REC-002764,2025-09-03,CAMP-020,Creator Partnership Series,Influencer,Influencer Partnership,MENA,Students & Young Professionals,Mobile,28413,1303,27,846.31,1815.69
REC-003404,2025-10-28,CAMP-015,Monthly Product Digest,Email,Customer Nurture,MENA,Small Business Owners,Mobile,8194,383,35,85.5,4032.0
REC-005268,2026-04-07,CAMP-008,Executive Thought Leadership,LinkedIn Ads,Brand Awareness,Europe,Small Business Owners,Mobile,10225,109,5,643.45,355.03
REC-003967,2025-12-13,CAMP-009,Startup Founder Leads,LinkedIn Ads,Lead Generation,Europe,Students & Young Professionals,Desktop,4639,77,6,499.44,513.06
REC-004140,2025-12-27,CAMP-019,Display Retargeting Loop,Display Ads,Retargeting,MENA,Students & Young Professionals,Mobile,15946,164,2,100.12,128.98
REC-004150,2025-12-28,CAMP-024,Mobile App Acquisition,Google Ads,App Acquisition,Asia-Pacific,New Customers,Desktop,16945,779,46,1018.42,3158.0
REC-000637,2025-02-24,CAMP-005,Cart Recovery Social,Meta Ads,Retargeting,MENA,Small Business Owners,Tablet,19971,480,21,443.41,2361.41
REC-000092,2025-01-09,CAMP-003,High Intent Retargeting,Google Ads,Retargeting,MENA,New Customers,Mobile,15657,1084,85,1610.48,11370.65
REC-001238,2025-04-18,CAMP-018,Programmatic Market Reach,Display Ads,Brand Awareness,North America,Returning Customers,Mobile,14350,65,1,69.64,63.68
REC-005144,2026-03-26,CAMP-021,Micro Creator Conversion,Influencer,Influencer Partnership,Latin America,Enterprise Decision Makers,Desktop,27119,966,49,529.48,10732.03
REC-004756,2026-02-19,CAMP-024,Mobile App Acquisition,Google Ads,App Acquisition,MENA,Enterprise Decision Makers,Desktop,11629,381,21,592.79,3537.33
REC-001592,2025-05-19,CAMP-001,Search Growth Engine,Google Ads,Always-on Acquisition,Europe,Students & Young Professionals,Mobile,13093,632,26,990.22,1988.82
REC-000929,2025-03-23,CAMP-013,Lifecycle Nurture,Email,Customer Nurture,North America,Returning Customers,Tablet,3915,188,26,53.38,3054.0
REC-004294,2026-01-09,CAMP-024,Mobile App Acquisition,Google Ads,App Acquisition,Europe,New Customers,Mobile,16179,606,22,934.29,1465.55
REC-004181,2025-12-30,CAMP-014,Win Back Customers,Email,Reactivation,MENA,Returning Customers,Mobile,11113,971,130,130.78,21612.32
REC-001168,2025-04-12,CAMP-019,Display Retargeting Loop,Display Ads,Retargeting,MENA,Students & Young Professionals,Mobile,26444,207,3,118.1,213.33
REC-003166,2025-10-08,CAMP-004,Social Scale Prospecting,Meta Ads,Prospecting,Europe,Students & Young Professionals,Mobile,29236,573,10,599.65,825.61
REC-002111,2025-07-07,CAMP-016,Video Reach Accelerator,YouTube Ads,Brand Awareness,asia-pacific,Returning Customers,Mobile,23636,194,4,204.77,315.44
REC-005271,2026-04-07,CAMP-006,Seasonal Offer Push,Meta Ads,Seasonal Promotion,Europe,Students & Young Professionals,Mobile,21292,473,14,555.59,1133.74
REC-000375,2025-02-03,CAMP-021,Micro Creator Conversion,Influencer,Influencer Partnership,North America,New Customers,Mobile,41129,1346,35,1353.75,3578.7
REC-003866,2025-12-05,CAMP-016,Video Reach Accelerator,YouTube Ads,Brand Awareness,Asia-Pacific,Small Business Owners,Desktop,8257,46,0,49.11,0.0
REC-005565,2026-05-03,CAMP-008,Executive Thought Leadership,LinkedIn Ads,Brand Awareness,Asia-Pacific,New Customers,Desktop,3198,33,1,185.97,49.22
REC-002409,2025-08-04,CAMP-014,Win Back Customers,Email,Reactivation,Latin America,Small Business Owners,Mobile,5038,386,49,65.6,9995.44
REC-004711,2026-02-15,CAMP-010,Short Video Discovery,TikTok Ads,Prospecting,North America,Enterprise Decision Makers,Desktop,13824,160,6,137.54,1930.04
REC-004463,2026-01-24,CAMP-012,Youth Engagement Sprint,TikTok Ads,Engagement,Europe,Enterprise Decision Makers,Tablet,10487,154,3,157.91,525.92
REC-003653,2025-11-17,CAMP-014,Win Back Customers,Email,Reactivation,Latin America,Small Business Owners,Desktop,14629,924,158,155.27,27316.66
REC-005386,2026-04-17,CAMP-016,Video Reach Accelerator,YouTube Ads,Brand Awareness,North America,New Customers,Mobile,27493,238,3,217.77,181.11
REC-001496,2025-05-10,CAMP-023,Enterprise Pipeline Builder,LinkedIn Ads,Lead Generation,Asia-Pacific,New Customers,Desktop,6004,68,6,403.05,782.93
REC-002236,2025-07-19,CAMP-010,Short Video Discovery,TikTok Ads,Prospecting,Asia-Pacific,New Customers,Desktop,17515,254,7,143.12,667.72
REC-006080,2026-06-16,CAMP-023,Enterprise Pipeline Builder,LinkedIn Ads,Lead Generation,Latin America,New Customers,Mobile,3717,57,4,288.16,530.94
REC-004000,2025-12-16,CAMP-024,Mobile App Acquisition,Google Ads,App Acquisition,North America,Students & Young Professionals,Desktop,12708,355,12,636.19,427.64
REC-000690,2025-03-01,CAMP-016,Video Reach Accelerator,YouTube Ads,Brand Awareness,North America,Enterprise Decision Makers,Tablet,30744,194,2,173.89,504.93
REC-000627,2025-02-24,CAMP-019,Display Retargeting Loop,Display Ads,Retargeting,Europe,Students & Young Professionals,Desktop,34472,188,2,139.23,140.96
REC-001953,2025-06-22,CAMP-007,B2B Decision Makers,LinkedIn Ads,Lead Generation,Asia-Pacific,Returning Customers,Mobile,7382,117,13,537.5,2430.97
REC-000233,2025-01-21,CAMP-003,High Intent Retargeting,Google Ads,Retargeting,North America,New Customers,Mobile,5462,421,32,889.02,4236.45
REC-000452,2025-02-09,CAMP-023,Enterprise Pipeline Builder,LinkedIn Ads,Lead Generation,Latin America,Enterprise Decision Makers,Mobile,1961,37,5,160.03,1956.41
REC-005187,2026-03-30,CAMP-024,Mobile App Acquisition,Google Ads,App Acquisition,North America,Small Business Owners,Mobile,10514,377,20,747.21,1423.49
REC-002639,2025-08-23,CAMP-008,Executive Thought Leadership,LinkedIn Ads,Brand Awareness,Europe,Small Business Owners,Mobile,2519,17,0,158.27,0.0
REC-005026,2026-03-15,CAMP-001,Search Growth Engine,Google Ads,Always-on Acquisition,Latin America,Returning Customers,Mobile,8941,334,21,496.64,2682.76
REC-003770,2025-11-26,CAMP-024,Mobile App Acquisition,Google Ads,App Acquisition,North America,Small Business Owners,Mobile,14296,518,26,1188.23,1907.94
REC-004561,2026-02-02,CAMP-011,Creator Product Launch,TikTok Ads,Product Launch,north america,Small Business Owners,Mobile,24180,450,12,341.55,2000.99
REC-000913,2025-03-21,CAMP-004,Social Scale Prospecting,Meta Ads,Prospecting,Asia-Pacific,Returning Customers,Desktop,30989,481,27,446.93,2961.6
REC-001719,2025-05-30,CAMP-008,Executive Thought Leadership,LinkedIn Ads,Brand Awareness,Asia-Pacific,New Customers,Mobile,1937,20,1,109.05,44.71
REC-003610,2025-11-14,CAMP-017,Product Demo Views,YouTube Ads,Product Education,Europe,New Customers,Desktop,8650,78,1,83.86,110.78
REC-005088,2026-03-21,CAMP-010,Short Video Discovery,TikTok Ads,Prospecting,Latin America,Returning Customers,Desktop,12003,188,5,127.8,698.32
REC-001730,2025-06-01,CAMP-004,Social Scale Prospecting,Meta Ads,Prospecting,Europe,New Customers,Mobile,21994,535,18,599.2,2042.21
REC-005685,2026-05-13,CAMP-021,Micro Creator Conversion,Influencer,Influencer Partnership,North America,Students & Young Professionals,Mobile,21612,803,15,488.22,1163.98
REC-005701,2026-05-15,CAMP-002,Brand Demand Capture,Google Ads,Brand Awareness,North America,Students & Young Professionals,Desktop,6889,186,7,426.64,426.35
REC-000685,2025-03-01,CAMP-001,Search Growth Engine,Google Ads,Always-on Acquisition,Europe,Returning Customers,Mobile,13066,668,50,1051.21,5358.85
REC-000213,2025-01-19,CAMP-004,Social Scale Prospecting,Meta Ads,Prospecting,Latin America,New Customers,Tablet,20897,348,9,231.92,1023.88
REC-003740,2025-11-24,CAMP-018,Programmatic Market Reach,Display Ads,Brand Awareness,Europe,Students & Young Professionals,Mobile,13956,48,0,50.88,0.0
REC-001918,2025-06-19,CAMP-023,Enterprise Pipeline Builder,LinkedIn Ads,Lead Generation,Asia-Pacific,Returning Customers,Mobile,2830,61,7,268.77,1182.06
REC-002597,2025-08-20,CAMP-009,Startup Founder Leads,LinkedIn Ads,Lead Generation,Europe,Small Business Owners,Mobile,5194,87,5,390.51,1009.53
