"record_id","campaign_id","campaign_name","campaign_date","month_start","campaign_year","campaign_month_number","campaign_month_name","year_month","campaign_quarter","channel","campaign_type","region","audience_segment","device","impressions","clicks","conversions","spend_usd","revenue_usd","profit_usd","row_profit_margin_percentage"
"REC-005632","CAMP-012","Youth Engagement Sprint","2026-05-09","2026-05-01",2026,5,"May      ","2026-05","Q2","TikTok Ads","Engagement","MENA","Enterprise Decision Makers","Desktop",19947,295,8,234.37,1836.02,1601.65,87.23
"REC-005633","CAMP-012","Youth Engagement Sprint","2026-05-09","2026-05-01",2026,5,"May      ","2026-05","Q2","TikTok Ads","Engagement","Europe","Small Business Owners","Mobile",23156,317,5,353.03,582.53,229.50,39.40
"REC-005634","CAMP-005","Cart Recovery Social","2026-05-09","2026-05-01",2026,5,"May      ","2026-05","Q2","Meta Ads","Retargeting","Europe","Small Business Owners","Desktop",18966,646,50,568.23,8204.12,7635.89,93.07
"REC-005635","CAMP-023","Enterprise Pipeline Builder","2026-05-09","2026-05-01",2026,5,"May      ","2026-05","Q2","LinkedIn Ads","Lead Generation","Asia-Pacific","Returning Customers","Mobile",7740,144,16,549.13,3669.56,3120.43,85.04
"REC-005636","CAMP-007","B2B Decision Makers","2026-05-09","2026-05-01",2026,5,"May      ","2026-05","Q2","LinkedIn Ads","Lead Generation","North America","Enterprise Decision Makers","Desktop",7954,99,12,566.84,4146.07,3579.23,86.33
"REC-005637","CAMP-019","Display Retargeting Loop","2026-05-09","2026-05-01",2026,5,"May      ","2026-05","Q2","Display Ads","Retargeting","Asia-Pacific","Students & Young Professionals","Mobile",22459,239,3,142.12,256.96,114.84,44.69
"REC-005638","CAMP-019","Display Retargeting Loop","2026-05-10","2026-05-01",2026,5,"May      ","2026-05","Q2","Display Ads","Retargeting","MENA","New Customers","Mobile",10759,112,2,55.78,187.52,131.74,70.25
"REC-005639","CAMP-019","Display Retargeting Loop","2026-05-10","2026-05-01",2026,5,"May      ","2026-05","Q2","Display Ads","Retargeting","MENA","Small Business Owners","Mobile",22018,184,4,120.04,537.43,417.39,77.66
"REC-005640","CAMP-001","Search Growth Engine","2026-05-10","2026-05-01",2026,5,"May      ","2026-05","Q2","Google Ads","Always-on Acquisition","Latin America","Small Business Owners","Tablet",10444,483,23,689.09,3315.05,2625.96,79.21
"REC-005641","CAMP-009","Startup Founder Leads","2026-05-10","2026-05-01",2026,5,"May      ","2026-05","Q2","LinkedIn Ads","Lead Generation","North America","New Customers","Desktop",2421,33,3,231.39,328.09,96.70,29.47
"REC-005642","CAMP-009","Startup Founder Leads","2026-05-10","2026-05-01",2026,5,"May      ","2026-05","Q2","LinkedIn Ads","Lead Generation","Europe","Returning Customers","Mobile",4228,75,6,420.21,939.37,519.16,55.27
"REC-005643","CAMP-023","Enterprise Pipeline Builder","2026-05-10","2026-05-01",2026,5,"May      ","2026-05","Q2","LinkedIn Ads","Lead Generation","North America","Returning Customers","Mobile",5690,69,6,421.61,1323.81,902.20,68.15
"REC-005644","CAMP-023","Enterprise Pipeline Builder","2026-05-10","2026-05-01",2026,5,"May      ","2026-05","Q2","LinkedIn Ads","Lead Generation","Latin America","Returning Customers","Mobile",2633,45,6,226.66,975.28,748.62,76.76
"REC-005645","CAMP-005","Cart Recovery Social","2026-05-10","2026-05-01",2026,5,"May      ","2026-05","Q2","Meta Ads","Retargeting","Asia-Pacific","New Customers","Mobile",17887,631,30,686.34,2336.11,1649.77,70.62
"REC-005646","CAMP-005","Cart Recovery Social","2026-05-10","2026-05-01",2026,5,"May      ","2026-05","Q2","Meta Ads","Retargeting","Europe","New Customers","Mobile",20957,515,27,627.43,2263.51,1636.08,72.28
"REC-005647","CAMP-002","Brand Demand Capture","2026-05-10","2026-05-01",2026,5,"May      ","2026-05","Q2","Google Ads","Brand Awareness","North America","Returning Customers","Mobile",12689,489,22,920.27,2270.65,1350.38,59.47
"REC-005648","CAMP-018","Programmatic Market Reach","2026-05-10","2026-05-01",2026,5,"May      ","2026-05","Q2","Display Ads","Brand Awareness","Europe","New Customers","Tablet",32618,90,1,91.16,47.01,-44.15,-93.92
"REC-005649","CAMP-007","B2B Decision Makers","2026-05-10","2026-05-01",2026,5,"May      ","2026-05","Q2","LinkedIn Ads","Lead Generation","North America","Returning Customers","Desktop",2534,31,3,156.19,467.74,311.55,66.61
"REC-005650","CAMP-008","Executive Thought Leadership","2026-05-10","2026-05-01",2026,5,"May      ","2026-05","Q2","LinkedIn Ads","Brand Awareness","MENA","Returning Customers","Mobile",3027,29,1,175.79,74.52,-101.27,-135.90
"REC-005651","CAMP-017","Product Demo Views","2026-05-10","2026-05-01",2026,5,"May      ","2026-05","Q2","YouTube Ads","Product Education","MENA","Returning Customers","Mobile",10512,141,4,89.27,486.19,396.92,81.64
"REC-005652","CAMP-014","Win Back Customers","2026-05-11","2026-05-01",2026,5,"May      ","2026-05","Q2","Email","Reactivation","North America","Returning Customers","Desktop",7662,523,92,101.99,12561.85,12459.86,99.19
"REC-005653","CAMP-010","Short Video Discovery","2026-05-11","2026-05-01",2026,5,"May      ","2026-05","Q2","TikTok Ads","Prospecting","MENA","Students & Young Professionals","Mobile",14958,254,3,219.29,252.69,33.40,13.22
"REC-005654","CAMP-016","Video Reach Accelerator","2026-05-11","2026-05-01",2026,5,"May      ","2026-05","Q2","YouTube Ads","Brand Awareness","Asia-Pacific","Enterprise Decision Makers","Mobile",22814,205,3,163.01,680.75,517.74,76.05
"REC-005655","CAMP-011","Creator Product Launch","2026-05-11","2026-05-01",2026,5,"May      ","2026-05","Q2","TikTok Ads","Product Launch","Latin America","Returning Customers","Mobile",16120,322,12,180.97,1598.86,1417.89,88.68
"REC-005656","CAMP-021","Micro Creator Conversion","2026-05-11","2026-05-01",2026,5,"May      ","2026-05","Q2","Influencer","Influencer Partnership","Asia-Pacific","New Customers","Mobile",14674,651,14,319.57,1587.15,1267.58,79.87
"REC-005657","CAMP-017","Product Demo Views","2026-05-11","2026-05-01",2026,5,"May      ","2026-05","Q2","YouTube Ads","Product Education","MENA","Returning Customers","Mobile",18216,187,4,149.22,599.18,449.96,75.10
"REC-005658","CAMP-018","Programmatic Market Reach","2026-05-11","2026-05-01",2026,5,"May      ","2026-05","Q2","Display Ads","Brand Awareness","Europe","Students & Young Professionals","Mobile",36429,166,0,101.07,0.00,-101.07,NULL
"REC-005659","CAMP-007","B2B Decision Makers","2026-05-12","2026-05-01",2026,5,"May      ","2026-05","Q2","LinkedIn Ads","Lead Generation","Asia-Pacific","New Customers","Mobile",6788,128,10,573.66,1463.65,889.99,60.81
"REC-005660","CAMP-007","B2B Decision Makers","2026-05-12","2026-05-01",2026,5,"May      ","2026-05","Q2","LinkedIn Ads","Lead Generation","MENA","Small Business Owners","Desktop",6647,79,7,445.23,1178.70,733.47,62.23
"REC-005661","CAMP-024","Mobile App Acquisition","2026-05-12","2026-05-01",2026,5,"May      ","2026-05","Q2","Google Ads","App Acquisition","Latin America","Enterprise Decision Makers","Mobile",19616,634,38,682.00,6065.42,5383.42,88.76
"REC-005662","CAMP-024","Mobile App Acquisition","2026-05-12","2026-05-01",2026,5,"May      ","2026-05","Q2","Google Ads","App Acquisition","Europe","New Customers","Desktop",5967,248,15,463.10,1012.08,548.98,54.24
"REC-005663","CAMP-008","Executive Thought Leadership","2026-05-12","2026-05-01",2026,5,"May      ","2026-05","Q2","LinkedIn Ads","Brand Awareness","MENA","Enterprise Decision Makers","Mobile",1292,13,0,113.78,0.00,-113.78,NULL
"REC-005664","CAMP-008","Executive Thought Leadership","2026-05-12","2026-05-01",2026,5,"May      ","2026-05","Q2","LinkedIn Ads","Brand Awareness","Europe","New Customers","Mobile",4113,35,1,244.05,46.41,-197.64,-425.86
"REC-005665","CAMP-011","Creator Product Launch","2026-05-12","2026-05-01",2026,5,"May      ","2026-05","Q2","TikTok Ads","Product Launch","North America","New Customers","Desktop",9332,138,3,146.63,282.50,135.87,48.10
"REC-005666","CAMP-016","Video Reach Accelerator","2026-05-12","2026-05-01",2026,5,"May      ","2026-05","Q2","YouTube Ads","Brand Awareness","Asia-Pacific","Returning Customers","Mobile",26515,210,2,167.85,202.74,34.89,17.21
"REC-005667","CAMP-010","Short Video Discovery","2026-05-12","2026-05-01",2026,5,"May      ","2026-05","Q2","TikTok Ads","Prospecting","Asia-Pacific","Students & Young Professionals","Desktop",16106,164,2,143.67,151.83,8.16,5.37
"REC-005668","CAMP-002","Brand Demand Capture","2026-05-12","2026-05-01",2026,5,"May      ","2026-05","Q2","Google Ads","Brand Awareness","Europe","Small Business Owners","Mobile",8647,298,11,605.59,1314.86,709.27,53.94
"REC-005669","CAMP-023","Enterprise Pipeline Builder","2026-05-12","2026-05-01",2026,5,"May      ","2026-05","Q2","LinkedIn Ads","Lead Generation","Europe","New Customers","Desktop",2313,43,3,249.32,503.05,253.73,50.44
"REC-005670","CAMP-019","Display Retargeting Loop","2026-05-12","2026-05-01",2026,5,"May      ","2026-05","Q2","Display Ads","Retargeting","Europe","Returning Customers","Desktop",17314,157,4,88.41,603.37,514.96,85.35
"REC-005671","CAMP-019","Display Retargeting Loop","2026-05-12","2026-05-01",2026,5,"May      ","2026-05","Q2","Display Ads","Retargeting","Europe","Students & Young Professionals","Mobile",17133,188,1,88.12,81.07,-7.05,-8.70
"REC-005672","CAMP-004","Social Scale Prospecting","2026-05-13","2026-05-01",2026,5,"May      ","2026-05","Q2","Meta Ads","Prospecting","MENA","Returning Customers","Tablet",22199,421,18,332.01,1967.14,1635.13,83.12
"REC-005673","CAMP-014","Win Back Customers","2026-05-13","2026-05-01",2026,5,"May      ","2026-05","Q2","Email","Reactivation","North America","Small Business Owners","Desktop",5446,346,62,62.70,10586.75,10524.05,99.41
"REC-005674","CAMP-014","Win Back Customers","2026-05-13","2026-05-01",2026,5,"May      ","2026-05","Q2","Email","Reactivation","North America","Returning Customers","Desktop",14601,926,137,150.18,22577.17,22426.99,99.33
"REC-005675","CAMP-001","Search Growth Engine","2026-05-13","2026-05-01",2026,5,"May      ","2026-05","Q2","Google Ads","Always-on Acquisition","MENA","New Customers","Mobile",13497,714,34,966.92,2827.86,1860.94,65.81
"REC-005676","CAMP-001","Search Growth Engine","2026-05-13","2026-05-01",2026,5,"May      ","2026-05","Q2","Google Ads","Always-on Acquisition","North America","Students & Young Professionals","Mobile",12510,548,23,1162.43,1819.74,657.31,36.12
"REC-005677","CAMP-005","Cart Recovery Social","2026-05-13","2026-05-01",2026,5,"May      ","2026-05","Q2","Meta Ads","Retargeting","North America","Small Business Owners","Desktop",24949,741,45,985.86,7291.61,6305.75,86.48
"REC-005678","CAMP-005","Cart Recovery Social","2026-05-13","2026-05-01",2026,5,"May      ","2026-05","Q2","Meta Ads","Retargeting","Asia-Pacific","New Customers","Desktop",28862,830,34,916.24,3620.79,2704.55,74.70
"REC-005679","CAMP-007","B2B Decision Makers","2026-05-13","2026-05-01",2026,5,"May      ","2026-05","Q2","LinkedIn Ads","Lead Generation","Asia-Pacific","Enterprise Decision Makers","Mobile",4947,75,8,346.65,2291.90,1945.25,84.87
"REC-005680","CAMP-008","Executive Thought Leadership","2026-05-13","2026-05-01",2026,5,"May      ","2026-05","Q2","LinkedIn Ads","Brand Awareness","Europe","Returning Customers","Mobile",4431,47,3,285.84,193.92,-91.92,-47.40
"REC-005681","CAMP-008","Executive Thought Leadership","2026-05-13","2026-05-01",2026,5,"May      ","2026-05","Q2","LinkedIn Ads","Brand Awareness","Europe","Small Business Owners","Tablet",7685,78,3,419.14,213.86,-205.28,-95.99
"REC-005682","CAMP-023","Enterprise Pipeline Builder","2026-05-13","2026-05-01",2026,5,"May      ","2026-05","Q2","LinkedIn Ads","Lead Generation","Europe","New Customers","Mobile",9116,126,12,767.72,1488.78,721.06,48.43
"REC-005683","CAMP-002","Brand Demand Capture","2026-05-13","2026-05-01",2026,5,"May      ","2026-05","Q2","Google Ads","Brand Awareness","North America","Students & Young Professionals","Mobile",10991,436,8,728.10,469.03,-259.07,-55.24
"REC-005684","CAMP-003","High Intent Retargeting","2026-05-13","2026-05-01",2026,5,"May      ","2026-05","Q2","Google Ads","Retargeting","Europe","Small Business Owners","Mobile",12612,802,64,1168.25,10555.17,9386.92,88.93
"REC-005685","CAMP-021","Micro Creator Conversion","2026-05-13","2026-05-01",2026,5,"May      ","2026-05","Q2","Influencer","Influencer Partnership","North America","Students & Young Professionals","Mobile",21612,803,15,488.22,1163.98,675.76,58.06
"REC-005686","CAMP-010","Short Video Discovery","2026-05-14","2026-05-01",2026,5,"May      ","2026-05","Q2","TikTok Ads","Prospecting","Latin America","Students & Young Professionals","Tablet",21616,261,3,194.40,254.64,60.24,23.66
"REC-005687","CAMP-023","Enterprise Pipeline Builder","2026-05-14","2026-05-01",2026,5,"May      ","2026-05","Q2","LinkedIn Ads","Lead Generation","Europe","New Customers","Mobile",2062,34,2,225.88,300.75,74.87,24.89
"REC-005688","CAMP-023","Enterprise Pipeline Builder","2026-05-14","2026-05-01",2026,5,"May      ","2026-05","Q2","LinkedIn Ads","Lead Generation","Latin America","Students & Young Professionals","Mobile",1402,26,1,130.80,113.72,-17.08,-15.02
"REC-005689","CAMP-014","Win Back Customers","2026-05-14","2026-05-01",2026,5,"May      ","2026-05","Q2","Email","Reactivation","North America","New Customers","Desktop",7069,416,69,94.05,7313.30,7219.25,98.71
"REC-005690","CAMP-019","Display Retargeting Loop","2026-05-14","2026-05-01",2026,5,"May      ","2026-05","Q2","Display Ads","Retargeting","Asia-Pacific","New Customers","Mobile",46349,314,6,128.55,529.41,400.86,75.72
"REC-005691","CAMP-019","Display Retargeting Loop","2026-05-14","2026-05-01",2026,5,"May      ","2026-05","Q2","Display Ads","Retargeting","Europe","New Customers","Desktop",41728,250,4,158.81,470.38,311.57,66.24
"REC-005692","CAMP-001","Search Growth Engine","2026-05-14","2026-05-01",2026,5,"May      ","2026-05","Q2","Google Ads","Always-on Acquisition","Latin America","New Customers","Desktop",18582,556,35,790.56,3801.57,3011.01,79.20
"REC-005693","CAMP-021","Micro Creator Conversion","2026-05-14","2026-05-01",2026,5,"May      ","2026-05","Q2","Influencer","Influencer Partnership","Latin America","Small Business Owners","Mobile",40813,1287,53,1042.39,6208.18,5165.79,83.21
"REC-005694","CAMP-021","Micro Creator Conversion","2026-05-14","2026-05-01",2026,5,"May      ","2026-05","Q2","Influencer","Influencer Partnership","MENA","New Customers","Mobile",20564,655,20,403.67,2023.79,1620.12,80.05
"REC-005695","CAMP-016","Video Reach Accelerator","2026-05-14","2026-05-01",2026,5,"May      ","2026-05","Q2","YouTube Ads","Brand Awareness","Asia-Pacific","Students & Young Professionals","Desktop",41140,373,2,285.12,129.86,-155.26,-119.56
"REC-005696","CAMP-013","Lifecycle Nurture","2026-05-14","2026-05-01",2026,5,"May      ","2026-05","Q2","Email","Customer Nurture","MENA","New Customers","Desktop",10051,634,52,123.30,4923.51,4800.21,97.50
"REC-005697","CAMP-011","Creator Product Launch","2026-05-14","2026-05-01",2026,5,"May      ","2026-05","Q2","TikTok Ads","Product Launch","North America","Returning Customers","Tablet",6737,115,3,120.53,301.58,181.05,60.03
"REC-005698","CAMP-011","Creator Product Launch","2026-05-14","2026-05-01",2026,5,"May      ","2026-05","Q2","TikTok Ads","Product Launch","Latin America","Returning Customers","Desktop",9916,178,8,116.20,829.30,713.10,85.99
"REC-005699","CAMP-009","Startup Founder Leads","2026-05-14","2026-05-01",2026,5,"May      ","2026-05","Q2","LinkedIn Ads","Lead Generation","Europe","New Customers","Mobile",2407,38,3,207.32,307.41,100.09,32.56
"REC-005700","CAMP-021","Micro Creator Conversion","2026-05-15","2026-05-01",2026,5,"May      ","2026-05","Q2","Influencer","Influencer Partnership","North America","Enterprise Decision Makers","Desktop",38053,1259,76,1241.37,20549.51,19308.14,93.96
"REC-005701","CAMP-002","Brand Demand Capture","2026-05-15","2026-05-01",2026,5,"May      ","2026-05","Q2","Google Ads","Brand Awareness","North America","Students & Young Professionals","Desktop",6889,186,7,426.64,426.35,-0.29,-0.07
"REC-005702","CAMP-002","Brand Demand Capture","2026-05-15","2026-05-01",2026,5,"May      ","2026-05","Q2","Google Ads","Brand Awareness","MENA","Small Business Owners","Mobile",13261,394,17,671.15,1655.30,984.15,59.45
"REC-005703","CAMP-013","Lifecycle Nurture","2026-05-15","2026-05-01",2026,5,"May      ","2026-05","Q2","Email","Customer Nurture","Latin America","Enterprise Decision Makers","Mobile",10499,786,100,124.01,31758.17,31634.16,99.61
"REC-005704","CAMP-013","Lifecycle Nurture","2026-05-15","2026-05-01",2026,5,"May      ","2026-05","Q2","Email","Customer Nurture","Asia-Pacific","Enterprise Decision Makers","Mobile",15774,988,88,172.08,24743.91,24571.83,99.30
"REC-005705","CAMP-009","Startup Founder Leads","2026-05-15","2026-05-01",2026,5,"May      ","2026-05","Q2","LinkedIn Ads","Lead Generation","Europe","Students & Young Professionals","Desktop",6813,82,6,475.57,459.65,-15.92,-3.46
"REC-005706","CAMP-010","Short Video Discovery","2026-05-15","2026-05-01",2026,5,"May      ","2026-05","Q2","TikTok Ads","Prospecting","MENA","New Customers","Mobile",22416,425,8,345.58,611.68,266.10,43.50
"REC-005707","CAMP-020","Creator Partnership Series","2026-05-15","2026-05-01",2026,5,"May      ","2026-05","Q2","Influencer","Influencer Partnership","MENA","Enterprise Decision Makers","Mobile",41212,1537,59,1256.96,18642.52,17385.56,93.26
"REC-005708","CAMP-020","Creator Partnership Series","2026-05-15","2026-05-01",2026,5,"May      ","2026-05","Q2","Influencer","Influencer Partnership","North America","Returning Customers","Desktop",17238,597,25,599.69,2419.18,1819.49,75.21
"REC-005709","CAMP-004","Social Scale Prospecting","2026-05-15","2026-05-01",2026,5,"May      ","2026-05","Q2","Meta Ads","Prospecting","Europe","Small Business Owners","Desktop",16869,300,10,289.27,1523.45,1234.18,81.01
"REC-005710","CAMP-004","Social Scale Prospecting","2026-05-15","2026-05-01",2026,5,"May      ","2026-05","Q2","Meta Ads","Prospecting","Asia-Pacific","New Customers","Mobile",17694,362,8,364.37,734.24,369.87,50.37
"REC-005711","CAMP-003","High Intent Retargeting","2026-05-15","2026-05-01",2026,5,"May      ","2026-05","Q2","Google Ads","Retargeting","North America","New Customers","Mobile",12312,962,54,1732.38,6692.24,4959.86,74.11
"REC-005712","CAMP-011","Creator Product Launch","2026-05-15","2026-05-01",2026,5,"May      ","2026-05","Q2","TikTok Ads","Product Launch","Asia-Pacific","New Customers","Mobile",33001,822,22,569.81,1855.60,1285.79,69.29
"REC-005713","CAMP-011","Creator Product Launch","2026-05-15","2026-05-01",2026,5,"May      ","2026-05","Q2","TikTok Ads","Product Launch","Asia-Pacific","Students & Young Professionals","Mobile",25450,477,9,347.51,580.01,232.50,40.09
"REC-005714","CAMP-019","Display Retargeting Loop","2026-05-15","2026-05-01",2026,5,"May      ","2026-05","Q2","Display Ads","Retargeting","MENA","Returning Customers","Tablet",27913,175,4,76.29,618.58,542.29,87.67
"REC-005715","CAMP-010","Short Video Discovery","2026-05-16","2026-05-01",2026,5,"May      ","2026-05","Q2","TikTok Ads","Prospecting","Asia-Pacific","New Customers","Mobile",19352,351,5,300.49,378.84,78.35,20.68
"REC-005716","CAMP-024","Mobile App Acquisition","2026-05-16","2026-05-01",2026,5,"May      ","2026-05","Q2","Google Ads","App Acquisition","North America","Small Business Owners","Desktop",11532,449,34,716.38,2511.10,1794.72,71.47
"REC-005717","CAMP-024","Mobile App Acquisition","2026-05-16","2026-05-01",2026,5,"May      ","2026-05","Q2","Google Ads","App Acquisition","Latin America","New Customers","Mobile",7942,367,15,496.03,716.77,220.74,30.80
"REC-005718","CAMP-007","B2B Decision Makers","2026-05-16","2026-05-01",2026,5,"May      ","2026-05","Q2","LinkedIn Ads","Lead Generation","MENA","Students & Young Professionals","Desktop",6247,101,6,382.13,491.10,108.97,22.19
"REC-005719","CAMP-016","Video Reach Accelerator","2026-05-16","2026-05-01",2026,5,"May      ","2026-05","Q2","YouTube Ads","Brand Awareness","North America","Students & Young Professionals","Mobile",36137,319,3,317.20,151.27,-165.93,-109.69
"REC-005720","CAMP-019","Display Retargeting Loop","2026-05-16","2026-05-01",2026,5,"May      ","2026-05","Q2","Display Ads","Retargeting","MENA","Small Business Owners","Mobile",29979,217,2,110.74,254.10,143.36,56.42
"REC-005721","CAMP-019","Display Retargeting Loop","2026-05-16","2026-05-01",2026,5,"May      ","2026-05","Q2","Display Ads","Retargeting","North America","Returning Customers","Tablet",20054,158,2,118.97,277.73,158.76,57.16
"REC-005722","CAMP-001","Search Growth Engine","2026-05-16","2026-05-01",2026,5,"May      ","2026-05","Q2","Google Ads","Always-on Acquisition","Latin America","New Customers","Mobile",16850,894,34,961.25,3229.40,2268.15,70.23
"REC-005723","CAMP-002","Brand Demand Capture","2026-05-16","2026-05-01",2026,5,"May      ","2026-05","Q2","Google Ads","Brand Awareness","North America","Unknown","Mobile",7825,340,14,603.91,3029.20,2425.29,80.06
"REC-005724","CAMP-008","Executive Thought Leadership","2026-05-16","2026-05-01",2026,5,"May      ","2026-05","Q2","LinkedIn Ads","Brand Awareness","MENA","New Customers","Desktop",2294,22,1,108.09,52.20,-55.89,-107.07
"REC-005725","CAMP-012","Youth Engagement Sprint","2026-05-16","2026-05-01",2026,5,"May      ","2026-05","Q2","TikTok Ads","Engagement","Asia-Pacific","New Customers","Desktop",20027,282,7,199.10,425.20,226.10,53.17
"REC-005726","CAMP-011","Creator Product Launch","2026-05-16","2026-05-01",2026,5,"May      ","2026-05","Q2","TikTok Ads","Product Launch","North America","New Customers","Mobile",18976,445,9,365.77,933.21,567.44,60.81
"REC-005727","CAMP-011","Creator Product Launch","2026-05-16","2026-05-01",2026,5,"May      ","2026-05","Q2","TikTok Ads","Product Launch","Asia-Pacific","New Customers","Mobile",20822,418,10,287.09,1080.68,793.59,73.43
"REC-005728","CAMP-020","Creator Partnership Series","2026-05-17","2026-05-01",2026,5,"May      ","2026-05","Q2","Influencer","Influencer Partnership","Europe","Students & Young Professionals","Mobile",16405,616,16,556.43,1222.02,665.59,54.47
"REC-005729","CAMP-020","Creator Partnership Series","2026-05-17","2026-05-01",2026,5,"May      ","2026-05","Q2","Influencer","Influencer Partnership","North America","Returning Customers","Desktop",33298,991,64,959.17,8215.57,7256.40,88.32
"REC-005730","CAMP-011","Creator Product Launch","2026-05-17","2026-05-01",2026,5,"May      ","2026-05","Q2","TikTok Ads","Product Launch","Latin America","Small Business Owners","Mobile",11295,245,4,167.69,532.79,365.10,68.53
"REC-005731","CAMP-010","Short Video Discovery","2026-05-17","2026-05-01",2026,5,"May      ","2026-05","Q2","TikTok Ads","Prospecting","North America","Students & Young Professionals","Desktop",17824,243,5,218.09,373.98,155.89,41.68
"REC-005732","CAMP-005","Cart Recovery Social","2026-05-17","2026-05-01",2026,5,"May      ","2026-05","Q2","Meta Ads","Retargeting","Europe","New Customers","Mobile",9255,271,10,303.38,998.06,694.68,69.60
"REC-005733","CAMP-014","Win Back Customers","2026-05-17","2026-05-01",2026,5,"May      ","2026-05","Q2","Email","Reactivation","North America","Small Business Owners","Desktop",3798,239,47,55.77,6616.35,6560.58,99.16
"REC-005734","CAMP-019","Display Retargeting Loop","2026-05-17","2026-05-01",2026,5,"May      ","2026-05","Q2","Display Ads","Retargeting","Europe","Small Business Owners","Mobile",20124,179,3,120.00,380.42,260.42,68.46
"REC-005735","CAMP-019","Display Retargeting Loop","2026-05-17","2026-05-01",2026,5,"May      ","2026-05","Q2","Display Ads","Retargeting","Latin America","Enterprise Decision Makers","Mobile",28849,267,6,112.29,1596.16,1483.87,92.96
"REC-005736","CAMP-016","Video Reach Accelerator","2026-05-17","2026-05-01",2026,5,"May      ","2026-05","Q2","YouTube Ads","Brand Awareness","North America","Returning Customers","Desktop",32832,240,5,298.10,539.56,241.46,44.75
"REC-005737","CAMP-016","Video Reach Accelerator","2026-05-17","2026-05-01",2026,5,"May      ","2026-05","Q2","YouTube Ads","Brand Awareness","Asia-Pacific","Students & Young Professionals","Tablet",14558,118,1,131.49,62.78,-68.71,-109.45
"REC-005738","CAMP-008","Executive Thought Leadership","2026-05-17","2026-05-01",2026,5,"May      ","2026-05","Q2","LinkedIn Ads","Brand Awareness","MENA","Students & Young Professionals","Desktop",5749,42,1,253.87,36.17,-217.70,-601.88
"REC-005739","CAMP-008","Executive Thought Leadership","2026-05-17","2026-05-01",2026,5,"May      ","2026-05","Q2","LinkedIn Ads","Brand Awareness","MENA","New Customers","Mobile",7458,70,1,381.06,56.43,-324.63,-575.28
"REC-005740","CAMP-018","Programmatic Market Reach","2026-05-18","2026-05-01",2026,5,"May      ","2026-05","Q2","Display Ads","Brand Awareness","North America","Enterprise Decision Makers","Mobile",14313,45,1,47.78,131.84,84.06,63.76
"REC-005741","CAMP-005","Cart Recovery Social","2026-05-18","2026-05-01",2026,5,"May      ","2026-05","Q2","Meta Ads","Retargeting","MENA","Returning Customers","Desktop",7744,206,23,229.30,3359.08,3129.78,93.17
"REC-005742","CAMP-005","Cart Recovery Social","2026-05-18","2026-05-01",2026,5,"May      ","2026-05","Q2","Meta Ads","Retargeting","Asia-Pacific","Small Business Owners","Desktop",14642,464,30,396.14,3853.55,3457.41,89.72
"REC-005743","CAMP-015","Monthly Product Digest","2026-05-18","2026-05-01",2026,5,"May      ","2026-05","Q2","Email","Customer Nurture","Europe","New Customers","Desktop",6359,329,29,86.82,2944.38,2857.56,97.05
"REC-005744","CAMP-016","Video Reach Accelerator","2026-05-18","2026-05-01",2026,5,"May      ","2026-05","Q2","YouTube Ads","Brand Awareness","MENA","New Customers","Mobile",21126,190,2,170.50,147.44,-23.06,-15.64
"REC-005745","CAMP-019","Display Retargeting Loop","2026-05-18","2026-05-01",2026,5,"May      ","2026-05","Q2","Display Ads","Retargeting","North America","Small Business Owners","Desktop",19965,162,3,132.36,436.37,304.01,69.67
"REC-005746","CAMP-019","Display Retargeting Loop","2026-05-18","2026-05-01",2026,5,"May      ","2026-05","Q2","Display Ads","Retargeting","Asia-Pacific","Students & Young Professionals","Mobile",23697,241,4,133.49,339.96,206.47,60.73
"REC-005747","CAMP-011","Creator Product Launch","2026-05-18","2026-05-01",2026,5,"May      ","2026-05","Q2","TikTok Ads","Product Launch","Asia-Pacific","Returning Customers","Desktop",10533,177,5,171.17,554.09,382.92,69.11
"REC-005748","CAMP-011","Creator Product Launch","2026-05-18","2026-05-01",2026,5,"May      ","2026-05","Q2","TikTok Ads","Product Launch","Europe","Returning Customers","Mobile",7648,137,5,121.18,538.04,416.86,77.48
"REC-005749","CAMP-014","Win Back Customers","2026-05-18","2026-05-01",2026,5,"May      ","2026-05","Q2","Email","Reactivation","Europe","Students & Young Professionals","Mobile",11411,968,106,144.26,7978.33,7834.07,98.19
"REC-005750","CAMP-014","Win Back Customers","2026-05-18","2026-05-01",2026,5,"May      ","2026-05","Q2","Email","Reactivation","Latin America","New Customers","Desktop",11575,573,83,130.89,10249.85,10118.96,98.72
"REC-005751","CAMP-020","Creator Partnership Series","2026-05-18","2026-05-01",2026,5,"May      ","2026-05","Q2","Influencer","Influencer Partnership","Europe","New Customers","Mobile",48310,1465,50,886.74,4730.87,3844.13,81.26
"REC-005752","CAMP-008","Executive Thought Leadership","2026-05-18","2026-05-01",2026,5,"May      ","2026-05","Q2","LinkedIn Ads","Brand Awareness","Latin America","Enterprise Decision Makers","Desktop",2315,19,1,109.19,167.44,58.25,34.79
"REC-005753","CAMP-001","Search Growth Engine","2026-05-19","2026-05-01",2026,5,"May      ","2026-05","Q2","Google Ads","Always-on Acquisition","North America","Small Business Owners","Mobile",4273,223,11,402.37,1276.58,874.21,68.48
